tag,name,nameColor,icon,trophies,rank,club,country_code
#VLJ902YC,NR | SNOW,0xfff9c908,{'id': 28000610},84343,1,{'name': 'Assemble'},DZ
#RJG2QY89,𝕭𝖑𝖆𝖓𝖈𝖔迅雷,0xffffffff,{'id': 28000345},82174,2,{'name': 'BS ACADEMY'},DZ
#9CL9YVJ89,T4B_RONALDO,0xfff9c908,{'id': 28000129},80972,3,{'name': 'French United'},DZ
#2QVYVP8U8,🔥BスRへOイDルY🔥,0xfff05637,{'id': 28000539},80837,4,,DZ
#2RRP20PCC,hamza zabat,0xffa8e132,{'id': 28000402},77537,5,{'name': 'Royal Gaming'},DZ
#J0JLVYVP,ᴼᴶNel칼,0xffffffff,{'id': 28000616},77180,6,{'name': 'Suki & Nemo'},DZ
#2QV828YPC,あ|CROW❦,0xffffffff,{'id': 28000207},76153,7,{'name': 'TWISK'},DZ
#U98V8LUR,chadow ★★,0xffcb5aff,{'id': 28000574},76006,8,{'name': 'TWISK'},DZ
#9R9LPR228,Saber!,0xffff9727,{'id': 28000610},75837,9,{'name': 'TWISK'},DZ
#R2928GY,Yann Curser 👾,0xffffffff,{'id': 28000139},75782,10,{'name': 'Vlagueri Rosa👾'},DZ
#8829PCLQL,LW|Shanks 🌑,0xffffffff,{'id': 28000129},75676,11,{'name': 'TWISK'},DZ
#QQG2J8C92,Kratos 戦争,0xfff9c908,{'id': 28000567},75585,12,{'name': 'TWISK'},DZ
#89RVLRJQC,ASTA 🍀👹,0xffffffff,{'id': 28000019},74987,13,{'name': '☣️Dz Legend☣️'},DZ
#8UP29U2V,DaddyMasaruマ,0xff1ba5f5,{'id': 28000574},74940,14,{'name': '❄️Dz Warriors❄️'},DZ
#GURC20V9,AMIN KING,0xffffffff,{'id': 28000616},74777,15,{'name': 'Alone >.<'},DZ
#9U2CRJRR8,虎 | 𝓐𝓶𝓲𝓷𝓮シ,0xffffffff,{'id': 28000494},74146,16,{'name': '⛩sombre 桜'},DZ
#2Q88G99YV,AC | ARCHOS,0xff1ba5f5,{'id': 28000574},74132,17,{'name': 'BS ACADEMY'},DZ
#C98L0C9C,WA ÎL . DZ,0xffffffff,{'id': 28000576},73847,18,{'name': 'easy win 😎'},DZ
#8JR8PVUR,❄lyesdz❄,0xfff9c908,{'id': 28000528},73712,19,{'name': '☣️Dz Legend☣️'},DZ
#29VJG8GV,(DEATH),0xfff05637,{'id': 28000198},73378,20,{'name': 'easy win 😎'},DZ
#YR292PCPU,bh_amine,0xff1ba5f5,{'id': 28000616},73254,21,{'name': '☣️Dz Legend☣️'},DZ
#988U9G028,⚔️𝙻𝚎𝚌𝚘𝚚⚔️,0xffffffff,{'id': 28000023},73015,22,{'name': 'French tour'},DZ
#2YCUL2VYP,Oscar❤️‍🔥オスカー,0xff1ba5f5,{'id': 28000515},72815,23,{'name': 'La Santa Blanca'},DZ
#YUVRY9V0,king ww1,0xffffffff,{'id': 28000554},72643,24,{'name': 'GUCCI GANG'},DZ
#2GGJG08P,Drid,0xffcb5aff,{'id': 28000278},72171,25,{'name': '☣️Dz Legend☣️'},DZ
#8QYQGQLC,DZW|FARES想,0xff1ba5f5,{'id': 28000616},72094,26,{'name': 'TWISK'},DZ
#CPR0JUPR,MO7A,0xffa2e3fe,{'id': 28000004},71902,27,{'name': '☣️Dz Legend☣️'},DZ
#2QCPQC9CP,معاذ🇩🇿,0xfff9c908,{'id': 28000554},71753,28,{'name': '☣️Dz Legend☣️'},DZ
#L8J08GP2,NSW | ᴺᴬᴰᴴᴵᴿ🐣,0xffffffff,{'id': 28000368},71645,29,{'name': 'TWISK'},DZ
#8RQJ2UGPQ,1v3|Sofiane🔥™,0xffff8afb,{'id': 28000210},71536,30,{'name': 'memoş'},DZ
#2ULCQL8JV,海DiDii🍉,0xffffffff,{'id': 28000618},71087,31,{'name': 'TWISK'},DZ
#R9GYU20U,đẹẹž,0xffffffff,{'id': 28000054},70892,32,{'name': '*Shadow Play*'},DZ
#YPGQ0GCUU,DZW|Striser 墙,0xffffffff,{'id': 28000263},70804,33,{'name': '☣️Dz Legend☣️'},DZ
#PJ2JR9VL8,Øᵽ/🥀Ⱥɏmɇn🍭ᴵˢᵖ,0xffcb5aff,{'id': 28000594},70714,34,{'name': 'dz🍭'},DZ
#RYPG902C,King Zaki,0xffff9727,{'id': 28000618},70561,35,{'name': '☣️Dz Legend☣️'},DZ
#P9VQ02UPG,🐙XtrêmeBloups™,0xffff9727,{'id': 28000618},70541,36,{'name': 'BS ACADEMY'},DZ
#P029CRR2L,Lgx |𝔰𝔢𝔦𝔣♠️,0xffcb5aff,{'id': 28000153},70459,37,{'name': '☣️Dz Legend☣️'},DZ
#PLP8RYJGG,⛩|Ķikølła⁶⁴🎋,0xffffffff,{'id': 28000594},70339,38,{'name': 'Unima IV'},DZ
#JL22C9Q2,BENDY,0xffff8afb,{'id': 28000544},70338,39,{'name': 'اصدقاء للابد'},DZ
#Y0G8J8VC,DjaNgoO,0xffffffff,{'id': 28000429},70268,40,{'name': '☣️Dz Legend☣️'},DZ
#2QGV8GQ0,DZW|BILAL DZ,0xffcb5aff,{'id': 28000408},70209,41,{'name': '❄️Dz Warriors❄️'},DZ
#Y0JYPP2PU,Ṩirสđjᴷⁱˡˡᵧₒᵤツ,0xffa2e3fe,{'id': 28000167},70153,42,{'name': 'LDC'},DZ
#29YRUULQJ,Deku運命,0xff1ba5f5,{'id': 28000497},70075,43,{'name': 'TWISK'},DZ
#90QPYGGV,akram,0xffffffff,{'id': 28000616},69612,44,{'name': '<c3>Vinland</c>'},DZ
#PJJQY89QR,HAROUN DZ 🇩🇿,0xffff9727,{'id': 28000405},69222,45,{'name': '☣️Dz Legend☣️'},DZ
#9LUQ8C28R,DZ|HAITEM ✨❤,0xffffffff,{'id': 28000129},68905,46,{'name': '☣️Dz Legend☣️'},DZ
#2J0U0Y2PG,MOMO DZ,0xfff9775d,{'id': 28000072},68752,47,{'name': 'one piece'},DZ
#2YL08PR8C,._.B._.M._.Z._.,0xff4ddba2,{'id': 28000556},68624,48,{'name': '☣️Dz Legend☣️'},DZ
#PCVLJ8CRC,AQM|CROW,0xffcb5aff,{'id': 28000563},68602,49,{'name': '☣️Dz Legend☣️'},DZ
#R2YYY29C,💣🖤$ELMANE🖤💣,0xffa2e3fe,{'id': 28000210},68465,50,{'name': 'German Empire'},DZ
#YLL9YJUP0,❄️BĒRØ❄️✨,0xffffffff,{'id': 28000285},68340,51,,DZ
#QUPCY89U,Mr.last,0xffff9727,{'id': 28000511},68230,52,{'name': 'Sophistication☔'},DZ
#9UPPCLRC8,戦士 | THORFINN ⚔,0xfff05637,{'id': 28000614},68215,53,{'name': 'wasted|🔞❗️'},DZ
#8L9QY9URU,Dz.Pøwër#,0xffffffff,{'id': 28000594},68173,54,,DZ
#8QL808UCJ,"""lolipop2""",0xffffffff,{'id': 28000614},68132,55,{'name': 'ColtsComedyClub'},DZ
#80RPQGV8U,AKimbo_du7,0xffffffff,{'id': 28000005},68113,56,{'name': 'Phantom Elite'},DZ
#9GUYJLGCQ,悪 | ΜΟΗ ᴳᴼᴬᵀ ❦,0xffffffff,{'id': 28000594},68069,57,{'name': 'سراقب وبس'},DZ
#PYVQL200R,The Shadow,0xffffffff,{'id': 28000023},68055,58,{'name': '☣️Dz Legend☣️'},DZ
#9UQ0U8R9L,pel1as神圣的 🧟‍♂️,0xff4ddba2,{'id': 28000207},67966,59,{'name': 'Toxic Storm'},DZ
#YL0JRVRRQ,MNS|Pnk×͜×,0xff1ba5f5,{'id': 28000494},67905,60,{'name': 'Jupiter 💥'},DZ
#28UYUL88R,Haimis 魔👺,0xffcb5aff,{'id': 28000286},67893,61,{'name': 'Alone >.<'},DZ
#8JCLJYY09,CHS|HÁMOoODÎ,0xffffffff,{'id': 28000132},67784,62,{'name': 'black clover'},DZ
#22LQYLG9R,ayoub,0xfff9c908,{'id': 28000221},67703,63,{'name': '☣️Dz Legend☣️'},DZ
#2LPJ0PRR9,Hss|ハッサン,0xffffce89,{'id': 28000401},67661,64,{'name': 'DZ |legend🔥'},DZ
#YVRR0LL,bobo,0xffff8afb,{'id': 28000429},67655,65,{'name': 'Patate|Esport'},DZ
#8RC0CJY28,『Đƶ』Âƀđøû ツ,0xffff9727,{'id': 28000412},67535,66,{'name': '☣️Dz Legend☣️'},DZ
#2VVRCCCQ2,#NO#NAME#,0xffffffff,{'id': 28000558},67414,67,,DZ
#8GUVCQCRV,samir,0xfff05637,{'id': 28000385},67378,68,{'name': '☣️Dz Legend☣️'},DZ
#9Q8J8JQU8,m_ak,0xffffffff,{'id': 28000299},67369,69,{'name': '☣️Dz Legend☣️'},DZ
#R2Y2LYUV,ĥĩ ŝõ ķä,0xfff9c908,{'id': 28000532},67352,70,{'name': '☣️Dz Legend☣️'},DZ
#P8R2CUL0V,LoneWolf🐺,0xffa2e3fe,{'id': 28000364},67350,71,{'name': '☠️ Zero Hour ☠️'},DZ
#CYYU0RPR,ýøűñěš,0xffffffff,{'id': 28000574},67277,72,{'name': '☣️Dz Legend☣️'},DZ
#98JUGPUU,Uranusか,0xffffffff,{'id': 28000499},67170,73,{'name': '𝐌𝐨nstersᴰᶻ'},DZ
#22PJCQ8JL,1v3|Ahmed 🔥™,0xfff9c908,{'id': 28000299},67129,74,{'name': 'The Peak'},DZ
#8L28C0JVR,ズ𝐙𝐚𝐤𝐢❦,0xffa8e132,{'id': 28000557},67119,75,{'name': '❄️Dz Warriors❄️'},DZ
#UYJ92V99,4gkomᶫᵒᵛᵉᵧₒᵤ,0xffa2e3fe,{'id': 28000576},67117,76,{'name': 'UW|Elites'},DZ
#28GY0QUG9,Kxrimm 〆,0xffff9727,{'id': 28000299},67029,77,,DZ
#8L2RJQJJ,⛩ß§|❄ICE❄,0xffffffff,{'id': 28000095},66899,78,{'name': 'EGYPT ABOVE ALL'},DZ
#J2UUJCQ,Mira,0xfff05637,{'id': 28000023},66883,79,{'name': '🍅tomato 🍅'},DZ
#LPG9YPU02,LetMeSoloHer 🤫,0xffcb5aff,{'id': 28000520},66868,80,{'name': 'Dz Kings'},DZ
#9QUJYJRQ2,iOmarQu❦,0xffffffff,{'id': 28000536},66658,81,{'name': 'TWISK'},DZ
#2Y8RQJ0R9,Aziz,0xff1ba5f5,{'id': 28000041},66619,82,{'name': '🪐|<c8>STRN</c>'},DZ
#9VVYPC9G9,Yacine🇩🇿❤,0xff1ba5f5,{'id': 28000614},66563,83,{'name': 'DZ|AKATSUKI を'},DZ
#82CLJCY99,cobraDZ☔♣️,0xffcb5aff,{'id': 28000198},66458,84,{'name': '❄️Dz Warriors❄️'},DZ
#8QU0VVU9J,精|𝔸𝕩𝕠𝕣𝕚🍀,0xff4ddba2,{'id': 28000617},66436,85,{'name': 'New Dawn'},DZ
#20CQP02,ZeD,0xfff9c908,{'id': 28000402},66387,86,{'name': '☣️Dz Legend☣️'},DZ
#8GGRU2URY,前┋𝗟𝗮𝗿𝘀,0xffff8afb,{'id': 28000303},66300,87,{'name': 'رجع الحساب'},DZ
#C9GPP9L2,DP|Mahyo_Dz,0xffa2e3fe,{'id': 28000618},66197,88,{'name': 'Alone >.<'},DZ
#22R9LP0QR,CM|Achour,0xffffffff,{'id': 28000528},66149,89,{'name': 'ImPEKKAble'},DZ
#9JUYRYC20,Łïțťlę Şķýžツ,0xffffffff,{'id': 28000023},66025,90,{'name': 'Tungsten ❤️\u200d🔥'},DZ
#20LL82GY9,𝕄ℝ|🇱‌🇪‌🇻‌🇮,0xfff05637,{'id': 28000278},66022,91,{'name': 'TEAM MOROCCO'},DZ
#8LQQQ0PV0,AN | 𝑙𝑒𝑜𝑛 奈,0xffa2e3fe,{'id': 28000365},66020,92,{'name': 'Hilqtท์'},DZ
#8RC8GRYPL,🎆Alaa🎆,0xff1ba5f5,{'id': 28000616},66018,93,{'name': '❄️Dz Warriors❄️'},DZ
#2Y82CULR,hardhunter,0xffff8afb,{'id': 28000278},66008,94,{'name': '☣️Dz Legend☣️'},DZ
#80YLLLJPR,MR:YOUBI✨,0xff1ba5f5,{'id': 28000135},65980,95,{'name': 'Jupiter 💥'},DZ
#208CVQ2YR,môh@mêd,0xffffffff,{'id': 28000614},65761,96,{'name': 'DZ |legend🔥'},DZ
#LJ8LGV0GG,ALJ|WAIL🇩🇿,0xffffffff,{'id': 28000163},65731,97,{'name': 'DZ |legend🔥'},DZ
#2PRQVRPQ8,wail,0xff4ddba2,{'id': 28000618},65578,98,{'name': '❄️Dz Warriors❄️'},DZ
#28U0V8CR,Adem🇵🇸🇩🇿,0xffffffff,{'id': 28000424},65561,99,{'name': 'eSport Aysko'},DZ
#8CGCJ8CQY,Dragon_DZ,0xff4ddba2,{'id': 28000389},65509,100,{'name': '☣️Dz Legend☣️'},DZ
#9Q9JL2G2,soheib,0xff1ba5f5,{'id': 28000279},65501,101,{'name': '𝗧𝗲𝗮𝗺🥇𝗩'},DZ
#YRUJG9RPR,Storm,0xfff9c908,{'id': 28000493},65413,102,{'name': 'ACCADEMY'},DZ
#8UPCP9CCQ,ShinDo,0xff1ba5f5,{'id': 28000518},65363,103,{'name': 'القوات الخاصه'},DZ
#8VGVPQ9J0,basset,0xffffffff,{'id': 28000291},65286,104,{'name': '☣️Dz Legend☣️'},DZ
#8P0Q2RQ2Q,１Ｖ３|ＫＡＯＲＯ🍉,0xffffffff,{'id': 28000455},65267,105,{'name': 'DZ |legend🔥'},DZ
#98UCCUYYJ,⛩𝒴𝑜𝓊𝓎𝑜𝓊🎋,0xfff9c908,{'id': 28000242},65246,106,{'name': '☣️Dz Legend☣️'},DZ
#2LPJLQCG2,¿𝓒𝓱𝓲𝓱💘𝓫?,0xfff05637,{'id': 28000278},65239,107,{'name': 'Empire Français'},DZ
#2PPLPJ2JY,Maui🌔,0xffffffff,{'id': 28000450},65238,108,,DZ
#YJRCQRG8L,😈😈ZAKE👹🖤,0xffffffff,{'id': 28000296},65103,109,{'name': '⚔️Arab❄Shield ⚔'},DZ
#8VLYGVPV8,TQ_Abdeslam™,0xffcb5aff,{'id': 28000360},65095,110,{'name': 'DZ ON TOP 🔥'},DZ
#92JQ2YG2V,المدمر محمد,0xfff9c908,{'id': 28000518},65078,111,{'name': '𝗧𝗲𝗮𝗺🥇𝗩'},DZ
#28RYUPQQC,羅漢💫「ﾋﾟｶﾀﾞﾓﾝ✨」,0xffffce89,{'id': 28000346},65036,112,{'name': '桜を咲かせよう🌸'},DZ
#R98VUULU,$ FÀRËS DZ $,0xffffffff,{'id': 28000528},64964,113,{'name': 'DZ |legend🔥'},DZ
#9PYU8JY8Y,DOFLAMINGO☙,0xffffffff,{'id': 28000563},64953,114,{'name': 'DZ |legend🔥'},DZ
#9P8V2CP8R,Salah dz,0xffff8afb,{'id': 28000098},64864,115,{'name': 'DZ |legend🔥'},DZ
#UCGRQ28,InvisibleBoy,0xffcb5aff,{'id': 28000203},64837,116,{'name': 'Soft Drinks'},DZ
#LQVRCUPL,BoubouTECLASH,0xfff9c908,{'id': 28000500},64830,117,{'name': 'nectoux'},DZ
#URC9U90P,Zyn|ジネディ,0xffa2e3fe,{'id': 28000569},64774,118,{'name': 'DZ |legend🔥'},DZ
#PRC8RPC9Q,✦ 𝙁𝙄𝘼𝙎𝙉𝙊,0xffffffff,{'id': 28000167},64668,119,{'name': 'Rizzler Squad'},DZ
#P990L9PPY,IN|NARO,0xffffffff,{'id': 28000594},64666,120,,DZ
#JYGJL8Y9,hamza,0xffffffff,{'id': 28000073},64656,121,{'name': 'DZ |legend🔥'},DZ
#9LRULLVCV,⚔️Kͥᴀͣʙͫsᴰᶻ⛩️,0xff1ba5f5,{'id': 28000596},64629,122,{'name': 'CL|Joy Boy'},DZ
#8902JQ9V0,FZ|Zøldĩk ❦,0xffffffff,{'id': 28000260},64574,123,{'name': 'D_FOX'},DZ
#2GVVPC0V,السفاح,0xffa2e3fe,{'id': 28000450},64440,124,{'name': 'The Real pros'},DZ
#LVVLQYQCP,pirt310,0xffffffff,{'id': 28000618},64422,125,{'name': 'TEAM MOROCCO'},DZ
#2QQULGGR,Power🗿,0xffff9727,{'id': 28000263},64387,126,{'name': 'easy win 😎'},DZ
#2JPVGVCQL,DZW|PABLO 波,0xffffffff,{'id': 28000439},64381,127,{'name': '❄️Dz Warriors❄️'},DZ
#8GCLJG9QP,kirby_star_dz,0xffa8e132,{'id': 28000614},64348,128,{'name': 'Valhalla'},DZ
#8V9R8G8GR,영웅,0xffcb5aff,{'id': 28000401},64271,129,{'name': 'secret club🤫'},DZ
#P9CQCCV2Q,⛩️YM|ⁱᵐrahim🎋,0xffcb5aff,{'id': 28000294},64228,130,{'name': 'dz legends'},DZ
#8P8G28CC9,DZ|SLAYER,0xffffffff,{'id': 28000010},64188,131,{'name': 'TWISK'},DZ
#2RPPUY0VP,⚜️BS|Amjad 🃏,0xffffffff,{'id': 28000557},64150,132,{'name': 'Ghost Platform'},DZ
#8UGGJPGQC,Tensen⋆｡°,0xffffffff,{'id': 28000618},64125,133,{'name': 'KSA Hope'},DZ
#2UPU00YV0,the King,0xffffce89,{'id': 28000492},64116,134,{'name': 'DZ |legend🔥'},DZ
#JLVV0JU2,Houssem,0xffff9727,{'id': 28000299},64071,135,{'name': 'L.O.A'},DZ
#9JYYJ8C9,1vs3|TØXÏN CRÖW,0xfff05637,{'id': 28000574},64039,136,{'name': 'DZ|AKATSUKI を'},DZ
#8CG2PC2UU,Once Osm,0xffff8afb,{'id': 28000294},64026,137,{'name': 'DZ|AKATSUKI を'},DZ
#9Y0JUP8C8,ISHAK,0xffffffff,{'id': 28000148},64005,138,{'name': '<c3>00:00</c>'},DZ
#8LQ9CV9LV,Max經❤️Cam,0xffcb5aff,{'id': 28000610},63902,139,{'name': 'Cats'},DZ
#Q0R202VP2,👑riyad|🇵🇸❤️,0xff1ba5f5,{'id': 28000282},63795,140,{'name': 'HUNTER x HUNTER'},DZ
#8Q2G8JJLR,HICHEM YT,0xff1ba5f5,{'id': 28000190},63751,141,{'name': 'مصريين'},DZ
#JUPV0CYL,🫀| CarrybyAnis,0xffffffff,{'id': 28000000},63740,142,{'name': 'اعتزال نهائي'},DZ
#PYLPPR8L2,ⵣ🇩🇿Ily@s🇩🇿ⵣ,0xffcb5aff,{'id': 28000139},63656,143,{'name': 'OPA eSport'},DZ
#QVC2JUP8,assassins,0xffffffff,{'id': 28000389},63616,144,{'name': '𝐩 𝐨 𝐰 𝐞 𝐫'},DZ
#LGPRL0CLC,DZ🇩🇿|CLAYMER,0xffffffff,{'id': 28000049},63577,145,{'name': 'Slash | سلاش'},DZ
#2PCC9V2QL,💫GX|Norrdine💫,0xfff05637,{'id': 28000321},63553,146,{'name': 'Fr |GANG'},DZ
#2PJCUVRL,╬ʝ҉Ѻ҉U҉H҉₳҉₦҉╬,0xffa2e3fe,{'id': 28000279},63521,147,{'name': '❄️Dz Warriors❄️'},DZ
#Q9PLUU8C,❄ÏĊË|MÖȞÄMËĐ☔,0xffffffff,{'id': 28000528},63493,148,{'name': 'DZ |legend🔥'},DZ
#8QRV0JQQ9,YOUNESS💘,0xff1ba5f5,{'id': 28000182},63468,149,{'name': 'Carryiers〆'},DZ
#99JQC8GCR,SBZO,0xffcb5aff,{'id': 28000262},63419,150,{'name': 'ACAD'},DZ
#2PQPV0V0Y,Mr. ROBOT,0xffa8e132,{'id': 28000538},63410,151,{'name': 'Alone >.<'},DZ
#2CU9J822J,YANIS2007X,0xfff9c908,{'id': 28000214},63406,152,{'name': 'UW|Elites'},DZ
#LJ2LRCLC,mouad,0xffff9727,{'id': 28000334},63358,153,{'name': 'easy win 😎'},DZ
#9R0J82JPJ,❄️sam❄️,0xff4ddba2,{'id': 28000061},63206,154,{'name': '𝐕𝐈𝐏𝐄𝐑ꌚҜץ🐍'},DZ
#2GYLGU92Q,MOHAMED 93 DZ,0xfff05637,{'id': 28000498},63168,155,{'name': '✨HM🌓WM💫'},DZ
#PV82LURYY,boubou,0xffffffff,{'id': 28000023},63152,156,{'name': 'MenAreUp'},DZ
#GGPRQQJ2P,"🇩🇿""AKRM""🇩🇿",0xffff9727,{'id': 28000378},63135,157,{'name': 'DZ |legend🔥'},DZ
#2UJUJ82PL,DZW|A3TZ彭,0xffffffff,{'id': 28000574},63112,158,{'name': '❄️Dz Warriors❄️'},DZ
#JPGR8QCC,PS|ZaKi🌴,0xffffffff,{'id': 28000542},63101,159,,DZ
#P2C0VY98G,chikour007,0xfff9c908,{'id': 28000380},63093,160,{'name': 'TEAM MOROCCO'},DZ
#PRRC2222J,¶°°¿? <Hë.. Mâ>,0xfff05637,{'id': 28000494},63087,161,{'name': 'Carryiers〆'},DZ
#9QGUQV8V8,Abdenour✌️🇩🇿,0xffffffff,{'id': 28000341},63047,162,{'name': '❄️Dz Warriors❄️'},DZ
#99R88VP0V,🇭🇳 Ena 💘,0xffff8afb,{'id': 28000290},62987,163,{'name': 'HellsAngls'},DZ
#920YVRVL,bobo yt€,0xffcb5aff,{'id': 28000305},62984,164,{'name': '⚔️Arab❄Shield ⚔'},DZ
#JL29LCVC,Adam,0xff4ddba2,{'id': 28000136},62969,165,{'name': 'Dynasty'},DZ
#28UGRU9RJ,abdou corona,0xffff8afb,{'id': 28000614},62960,166,{'name': 'DZ >.<'},DZ
#PRQJPC28G,いきゆうQxurz🤍🍹,0xffffffff,{'id': 28000295},62956,167,{'name': 'TWISK'},DZ
#YJY2PGJY0,👑THE KING👑,0xffcb5aff,{'id': 28000305},62954,168,{'name': 'حروب الابطال'},DZ
#RQCCV2L2,lokman,0xffffffff,{'id': 28000576},62824,169,{'name': '☣️Dz Legend☣️'},DZ
#Y0V8VRPUC,❄️ØK|ĆRĒÃM🧸,0xffffffff,{'id': 28000401},62779,170,{'name': 'اصدقاء للابد'},DZ
#PV2VGLVP,RAFĮK . DZ,0xfff05637,{'id': 28000512},62769,171,{'name': 'Gamtes MC'},DZ
#P2Y2Q2RC,🎩|Prø64|™,0xff1ba5f5,{'id': 28000616},62710,172,{'name': 'TWISK'},DZ
#9LRY8RY09,ShinWa,0xfff9c908,{'id': 28000610},62623,173,{'name': 'KMS DZ'},DZ
#8JG90VV89,病👅𝕤𝕚🤍𝕔𝕜🧃,0xfff9c908,{'id': 28000498},62601,174,{'name': 'Мокрокисковны'},DZ
#9PQYRJP8Q,Ahmed,0xffffffff,{'id': 28000400},62600,175,{'name': 'Algérie 🇩🇿'},DZ
#JG0CJP8Q,Hessame Pro,0xffffffff,{'id': 28000064},62569,176,,DZ
#P20GPRUUQ,MoHaMeD,0xfff9c908,{'id': 28000534},62532,177,{'name': 'SL|Gaming'},DZ
#2VL92VQUV,𝕄𝔻|ℝ𝕆𝕃ℤ𝔼ℝ☔,0xffffffff,{'id': 28000618},62518,178,{'name': 'دوري العرب'},DZ
#9C22UQVCC,Rayyywy 🪐,0xffffffff,{'id': 28000542},62482,179,{'name': '𝗧𝗲𝗮𝗺🥇𝗩'},DZ
#8RLC0CVRU,titof dz❤,0xfff9c908,{'id': 28000452},62455,180,{'name': 'TWISK'},DZ
#28UCG092,legendary,0xfff9c908,{'id': 28000467},62438,181,{'name': 'FC|Firefox 🔥'},DZ
#YPJU8VGQC,𝒁𝒂𝒌𝒊|𝑫𝒁,0xffffffff,{'id': 28000574},62436,182,{'name': 'ALG DZ DZ🇩🇿🇩'},DZ
#98UL9PQL9,O R O C H I |☠️,0xfff05637,{'id': 28000170},62309,183,{'name': 'DZ ON TOP 🔥'},DZ
#8JCU2GQJU,MNS|Baied×͜×,0xffa2e3fe,{'id': 28000546},62254,184,,DZ
#YG82GUVJL,𝒀𝒐𝒓𝒊𝒔𝒉𝒊❦,0xffa2e3fe,{'id': 28000534},62222,185,{'name': 'AC |Origin'},DZ
#Y98QV0R,SF|LordM^~∆~^,0xffff8afb,{'id': 28000557},62187,186,{'name': 'ITALIAN|CLUB'},DZ
#YYYY8Q9RY,AIN,0xffcb5aff,{'id': 28000242},62184,187,{'name': '🐦\u200d⬛BLACKBIRD'},DZ
#YG9VQUR09,私|Light 💫,0xffffffff,{'id': 28000262},62145,188,{'name': '❄️Dz Warriors❄️'},DZ
#PQ8J2PYJU,liXot2,0xffa2e3fe,{'id': 28000397},62138,189,{'name': '⚡ARAB☆STARS⚡'},DZ
#2RL02VC,SK | 𝐋𝐀𝐖 ❦,0xffffffff,{'id': 28000207},62134,190,{'name': 'TWISK'},DZ
#9RUQV8P8P,SoD|MR GELLO,0xffffffff,{'id': 28000290},62133,191,{'name': 'Team XM8'},DZ
#8U9VG8V0C,ATM☢️|GAROU🌪️,0xffcb5aff,{'id': 28000616},62130,192,{'name': 'easy win 😎'},DZ
#9Y20PY0GY,Mr.D,0xffa2e3fe,{'id': 28000508},62129,193,{'name': 'HellsAngls'},DZ
#90QR22GGR,anis dz,0xff1ba5f5,{'id': 28000618},62123,194,{'name': 'DZ |legend🔥'},DZ
#LJCYCQRY8,最好的|☔ENZO™☔,0xffffffff,{'id': 28000139},62105,195,{'name': '𝖑𝖆𝖘𝖙 𝖍𝖔𝖕'},DZ
#8QQ9PYG9R,MEKRON,0xfff9c908,{'id': 28000557},62028,196,,DZ
#2PPVVRJV2,D3S| Shino 🕋🇵,0xffffffff,{'id': 28000602},62001,197,{'name': 'Team😘East'},DZ
#8LQV22YPV,Danti すみませ❤️‍🔥,0xff4ddba2,{'id': 28000617},61975,198,{'name': 'Essence Poro'},DZ
#90JP0QCC0,Lord|Jamal,0xff1ba5f5,{'id': 28000594},61921,199,{'name': 'SPACE 🪐'},DZ
#Q00JPLVVU,Venom|lks,0xffa8e132,{'id': 28000413},61915,200,{'name': '❄️Dz Warriors❄️'},DZ
#PUG0LGCRR,邱|𝚆ɨʟʟ♔,0xff4ddba2,{'id': 28000021},82811,1,{'name': 'TH|Ticks Hawks'},AO
#LQCY0CUYJ,Donut man,0xffffffff,{'id': 28000495},78977,2,{'name': 'The end..?'},AO
#982R809J,Sao,0xff4ddba2,{'id': 28000033},72125,3,{'name': 'FRZN <c5>NA</c>'},AO
#80PC90JJ9,Нищото,0xff4ddba2,{'id': 28000581},70124,4,{'name': 'Bulgarian Stars'},AO
#9CJ2YGR9G,`Takêshii ❄️,0xffffffff,{'id': 28000069},70037,5,{'name': 'SavageSolo+'},AO
#9RRPQJJGR,NaVi|Michael,0xff1ba5f5,{'id': 28000156},70000,6,{'name': 'Gzeverite House'},AO
#2R9YGCJLP,LR|𝓑𝑥’n̷𝟞𝟟❦,0xff1ba5f5,{'id': 28000555},68138,7,{'name': 'les rocks 3'},AO
#9C0RG9CJ8,KExAS ツ,0xffffffff,{'id': 28000004},67135,8,{'name': '❤️'},AO
#V9QRGJUG,lewsnerm,0xfff9775d,{'id': 28000468},66795,9,{'name': 'supercellstudio'},AO
#92P29YJP0,RC♡|Ʀҩββ℘ᴵᵒᵛᵉ💫,0xff1ba5f5,{'id': 28000616},66528,10,{'name': 'los reyes mago$'},AO
#PQUCYC8Y,𝑮𝒖𝒊ツ𝑩𝑺🥀,0xff4ddba2,{'id': 28000556},65390,11,{'name': 'OVNI🛸'},AO
#L8JQP2VP,☆Shavkat🫀ᵃᵏᵃ☆,0xffff9727,{'id': 28000574},65121,12,{'name': 'MR|TEAM'},AO
#99L0208QG,🏹|LenAND💎|🧊,0xff1ba5f5,{'id': 28000299},64758,13,{'name': 'ZeitlosDE'},AO
#2JYLQU2VP,Brawl прометей,0xffff8afb,{'id': 28000565},64638,14,{'name': 'S+E+X💘'},AO
#YRQP808CQ,😡ДРАКУЛА😡,0xffffce89,{'id': 28000023},64045,15,{'name': 'Vorpal Swords🩸'},AO
#880U8UL,LCC|Gui22,0xffa8e132,{'id': 28000156},63723,16,{'name': 'LOS CRIAS CLUBE'},AO
