tag,name,nameColor,icon,trophies,rank,club,country_code
#P8LUU9CUL,bolshoy,0xff1ba5f5,{'id': 28000096},48256,113,{'name': 'Exploit Team'},BF
#LULQQYJ2,xxxsalvo,0xfff05637,{'id': 28000025},48216,114,{'name': 'i minatori🍌'},BF
#PRYPJQLC8,又小人Forcaa🩸,0xffffffff,{'id': 28000256},48147,115,{'name': 'Slurpsäfte 🧃'},BF
#9PY0UPP2G,•carrerín•,0xfff9c908,{'id': 28000528},48133,116,"{'name': ""Sopapo's""}",BF
#G0PJL80V,Zeus,0xff1ba5f5,{'id': 28000348},48131,117,{'name': 'los goats 🐐'},BF
#PYQCCRP0,Petyunyka,0xffcb5aff,{'id': 28000445},48080,118,{'name': 'Ф-14 (бандити)'},BF
#PCCPJQQL0,70-1=,0xffcb5aff,{'id': 28000392},48048,119,{'name': '🔥Sad Legends🔥'},BF
#9QJ2PVYUV,Sproutshake🌱🌱,0xffcb5aff,{'id': 28000498},48047,120,{'name': 'De Aapjes🔥🐒'},BF
#8PLJ82LLP,Ars123,0xffcb5aff,{'id': 28000569},48040,121,{'name': 'NHApl'},BF
#P0CRRRRP,007 GX DEV,0xffcb5aff,{'id': 28000609},47999,122,{'name': '🔥I Cinghiali🔥'},BF
#2R0Q8JV98,Avrozh228[AV]🌵,0xfff05637,{'id': 28000294},47943,123,{'name': 'FRWARD FORWARD'},BF
#PL0L98GV,Dark Ace,0xffa8e132,{'id': 28000295},47929,124,,BF
#L02RQRQUP,あはそな🤍limon4ik,0xffffffff,{'id': 28000296},47879,125,{'name': 'NO M3CRY'},BF
#9VQ2JCYRR,ℳℜ | ℑ𝒶Ðⅈ🌹🔪,0xff4ddba2,{'id': 28000497},47831,126,{'name': 'KastenKlaus'},BF
#LL9LQ9PQ,CRAzͥykͣiͫℓℓeℝC,0xfff9c908,{'id': 28000278},47780,127,,BF
#280GVJCUP,WinkS_JS🍁,0xffff8afb,{'id': 28000023},47772,128,{'name': 'school 3'},BF
#VLUL9CJU,про778,0xffa8e132,{'id': 28000278},47769,129,"{'name': ""Tawer's Band""}",BF
#2YQU2PJUU,QLS | Sensei,0xffa8e132,{'id': 28000398},47745,130,{'name': 'пыкмык'},BF
#PJY8Y00UJ,в свои ворота,0xfff05637,{'id': 28000304},47703,131,{'name': '𝚃𝚛𝚎𝚊𝚜𝚘𝚗'},BF
#2J2GU8RVY,ま|wartads🍇🥘,0xffcb5aff,{'id': 28000617},47695,132,{'name': '<c0>Gotham</c>'},BF
#LGLP2CQV2,Україна💙💛,0xffffffff,{'id': 28000516},47677,133,{'name': 'Украина'},BF
#90RVCCPVG,farrel,0xfff05637,{'id': 28000202},47661,134,{'name': 'Grzybki🍄'},BF
#9PJQGC9VR,Dasci°,0xff4ddba2,{'id': 28000483},47615,135,{'name': 'Aventus 🦈'},BF
#PR2VJP2CC,☆Zaychik☆🇷🇺,0xffcb5aff,{'id': 28000423},47588,136,{'name': 'ЭЩ team'},BF
#29U2LLJLG,YT: Eike - BS,0xffff9727,{'id': 28000061},47581,137,{'name': 'Die knackpopos'},BF
#8R9VRGCU9,VB|Timo,0xffa2e3fe,{'id': 28000170},47574,138,{'name': 'VB|Esports🧏\u200d♂️'},BF
#9QQYL8UQ2,Sergey я русски,0xff4ddba2,{'id': 28000296},47403,139,{'name': '<c0>Warsong</c>'},BF
#8VV99RCJP,Cyclox🤍元三了💫,0xffffffff,{'id': 28000000},47351,140,,BF
#YPJVQGY99,TR|ĐŪČKY 🗽🧠,0xffffffff,{'id': 28000442},47328,141,{'name': 'Trifulqueros'},BF
#9Y8QYJPLP,Toxic|Rtm💛,0xfff9c908,{'id': 28000290},47314,142,,BF
#P0JRCJ20U,omlet,0xff1ba5f5,{'id': 28000126},47274,143,{'name': 'Elite People☔️'},BF
#9QV0JU00L,PL|Goryl,0xffcb5aff,{'id': 28000315},47273,144,{'name': 'PISZCZEK'},BF
#LQYLPPU0,TTM|Ashex,0xffa8e132,{'id': 28000140},47169,145,{'name': 'i veri CHAD'},BF
#88VVP9020,神 ish🥀,0xfff05637,{'id': 28000244},47114,146,{'name': 'Ladder Boys'},BF
#989P0P8QC,Undertaker,0xffffffff,{'id': 28000483},47017,147,{'name': '⭐BRAWL TEAM⭐'},BF
#JLUL8V0,[ICE] MaKaRoNu⚽,0xfff9c908,{'id': 28000432},46995,148,{'name': 'ГоПнИкИ'},BF
#9UVJ8JJ0C,Erwan ACE♠️,0xffa2e3fe,{'id': 28000262},46898,149,{'name': 'contes max'},BF
#P9J928Y89,berka777,0xff1ba5f5,{'id': 28000420},46898,150,{'name': 'clube dos amigo'},BF
#9VV2JRJUL,K👑İ👑N👑G,0xfff05637,{'id': 28000023},46738,151,{'name': 'THE_ESPORT'},BF
#9YLLUYP8,g uhbj 🔛🔝🔥,0xffa2e3fe,{'id': 28000616},46731,152,{'name': 'CR¥ONIX'},BF
#PPQQRY2PP,Poplhastar,0xffa2e3fe,{'id': 28000398},46632,153,{'name': 'Monkey Clan'},BF
#2QJ2CJLUG,sidy m,0xfff9c908,{'id': 28000482},46590,154,{'name': 'Nakibur Sofa'},BF
#22UGVLGYJ,Carlos,0xffa2e3fe,{'id': 28000286},46587,155,{'name': 'Que le den'},BF
#28JRLQ2P,Black assassin,0xfff9c908,{'id': 28000534},46575,156,{'name': 'FC MILO'},BF
#PQPVRYV89,Yak Bir Dal 🔥,0xffff8afb,{'id': 28000273},46554,157,{'name': '<c4>ROLEX🌎</c>'},BF
#CPVJPCYG,Lost_Apfel_19,0xff1ba5f5,{'id': 28000398},46512,158,{'name': 'The Sins'},BF
#2CVVUUVCL,Nøname?,0xffcb5aff,{'id': 28000349},46511,159,{'name': 'Зебра'},BF
#JJPP0LPQ,GENIUS,0xffffffff,{'id': 28000503},46463,160,"{'name': ""Nah, i'll win""}",BF
#2PJ9LQGLG,SAITAFY,0xffffffff,{'id': 28000119},46459,161,{'name': '<c7>Bruce</c>'},BF
#RP0LCLUP,$ilver,0xffa2e3fe,{'id': 28000294},46439,162,{'name': 'Well Døne'},BF
#2JV2JPVGJ,tomar753,0xfff9c908,{'id': 28000515},46432,163,{'name': 'butapöcök'},BF
#2J0C8V0P,Sosthène 2.0,0xffffce89,{'id': 28000463},46355,164,{'name': 'עם ישראל חיי'},BF
#920YVJ8CG,Дед Фишка,0xffff8afb,{'id': 28000463},46295,165,{'name': 'бс монстры'},BF
#GP09YYRJU,NovaX,0xffa8e132,{'id': 28000447},46295,166,{'name': 'Legend Shelly'},BF
#PQQGLQQ0P,ВладосикДен30,0xffcb5aff,{'id': 28000419},46261,167,{'name': 'leśne lisy 3'},BF
#YV98URQG9,srafman,0xffffffff,{'id': 28000000},46162,168,{'name': 'only pro ita'},BF
#2V2L92G02,GX PAKO,0xfff05637,{'id': 28000487},46147,169,{'name': '<c2>DRIP</c>'},BF
#98R8VL289,AleyzEz,0xffff8afb,{'id': 28000542},46140,170,{'name': 'Donos do Vtzim'},BF
#2V8C8PUY0,l'alien,0xffcb5aff,{'id': 28000555},46115,171,,BF
#9LVJRLV9Q,я безмамный,0xffffffff,{'id': 28000318},46073,172,{'name': 'Apostles Rise'},BF
#LGRG88JC2,SVD | Ꝁɍɨƶƶƶツ,0xffa2e3fe,{'id': 28000313},46038,173,{'name': 'One Life'},BF
#9L2V8CYJU,BEŞIKTAŞ,0xffffce89,{'id': 28000267},45973,174,{'name': 'LABİRENT'},BF
#L09JRLQLV,✰𝒛𝒆𝒚𝒓𝒐𝒙✰,0xffff8afb,{'id': 28000023},45921,175,{'name': '💔| <c9>TC</c>'},BF
#PR2YVYGG,KotNarkot YT,0xfff05637,{'id': 28000463},45887,176,{'name': 'SpoconeKabanosy'},BF
#9LUR880C2,taha mehmet,0xffcb5aff,{'id': 28000528},45781,177,{'name': '🇹🇷EFSANELER👑'},BF
#P8VVPR0U8,Richard,0xff1ba5f5,{'id': 28000452},45705,178,{'name': 'DeutscheFlammen'},BF
#P20CUQR9J,☣️OFF_WHITE☣️,0xffff8afb,{'id': 28000516},45700,179,{'name': 'ZZZiga'},BF
#CJPJJVVC,~●simo●~,0xfff05637,{'id': 28000017},45677,180,{'name': 'POLPISACCAROSIO'},BF
#8RP0P00YP,hell,0xffff8afb,{'id': 28000574},45624,181,{'name': 'Galaxy Ghosts'},BF
#2RCL9V90,grisharik,0xffcb5aff,{'id': 28000014},45607,182,{'name': '𝒥𝒶𝓅𝒶𝓃|🍁'},BF
#89LLJQV8J,LEMA08SI,0xffa8e132,{'id': 28000581},45565,183,{'name': '🔥Fire-Gang🔥'},BF
#UCU2Q9LJ,🔥𝙋𝙍𝙊₮Ɇ₵₮ØⱤ,0xffa2e3fe,{'id': 28000576},45480,184,{'name': 'KAL BS'},BF
#8J0LUPLJL,Робин10,0xffff8afb,{'id': 28000321},45476,185,{'name': 'Red Stone🇹🇷🏆'},BF
#PJCCLY8Q,⛩️PSPR64☄️,0xff4ddba2,{'id': 28000129},45449,186,{'name': 'Sunrize 🌸☔'},BF
#2VVPPVYLV,I’m | Farty,0xfff05637,{'id': 28000602},45392,187,{'name': 'Wallace'},BF
#UYRLQQC,sage,0xfff05637,{'id': 28000520},45356,188,{'name': 'South⚜️Brawl🐉'},BF
#P8Q82QGYC,☣sf|asierer☣,0xffcb5aff,{'id': 28000196},45344,189,,BF
#GPJV20JGL,Zoltrax,0xfff9c908,{'id': 28000372},45338,190,{'name': 'Toxic Hunter'},BF
#8YUGY20RR,Mati WL,0xffcb5aff,{'id': 28000614},45320,191,{'name': 'AEE|Fighters🔪'},BF
#9992LVU02,KAPITAN SUSEŁ,0xffcb5aff,{'id': 28000413},45276,192,{'name': 'Zgniłe Jaja'},BF
#P8QQVPJ9,🥷TTM |Dix3r🌒,0xffa8e132,{'id': 28000095},45259,193,{'name': 'Polskie Rakiety'},BF
#PVC9CQPLU,🥺i❤️ina🥺,0xffffffff,{'id': 28000453},45196,194,{'name': 'GM Good Game'},BF
#2URPCJ0QR,°SPEED°GONZALEZ,0xffff8afb,{'id': 28000497},45110,195,{'name': 'TÜRKİYEM🇹🇷'},BF
#28JR28JR8,THE HUNTER,0xffffffff,{'id': 28000297},45023,196,{'name': 'hii'},BF
#9JU0L9YCU,Kubx,0xffa8e132,{'id': 28000347},44808,197,{'name': 'Grzybki🍄'},BF
#2LRLY9YPG,☘️☘️ROBERT☘️☘️,0xffff8afb,{'id': 28000170},44796,198,{'name': 'Snow Warrior❄'},BF
#Q0VQ292U9,GUARDLESS,0xffffffff,{'id': 28000138},44759,199,{'name': 'AMZ'},BF
#9YVCG2C0P,макс любимка😍,0xffa2e3fe,{'id': 28000185},44626,200,{'name': '☔️NaVI|KiDs☔️'},BF
#GUU9R22Q,BDJ|BRProMaster,0xff1ba5f5,{'id': 28000186},87941,1,,BI
#RRJGCQVV,rikicima,0xffff9727,{'id': 28000321},79867,2,,BI
#8P9GPLL2J,😇avishai😇,0xffa8e132,{'id': 28000581},66671,3,{'name': 'CAT'},BI
#8RL2CQ98P,ƝƘ |Σтнαи,0xffff9727,{'id': 28000273},65093,4,{'name': 'NK|Ɖiviniτy'},BI
#PCGQLCP2J,РИЛИ КА КА,0xff1ba5f5,{'id': 28000305},64831,5,{'name': '[СЕМЬЯ ЮТУБЕРА]'},BI
#9LC2VQ9YJ,🏆Ɲανɛʈᴷⁱˡˡᵧₒᵤツ,0xfff9c908,{'id': 28000102},64691,6,{'name': 'Magnolia |花'},BI
#P0L8JGU9J,TRB|DaddyCrying,0xfff05637,{'id': 28000023},64110,7,{'name': 'Brawl Kings'},BI
#YLJ8U0V80,Quark,0xffcb5aff,{'id': 28000355},64004,8,{'name': 'TEAM MOLTSCHÜ 2'},BI
#8CRGQPLQQ,•tonakai•🦌,0xffa8e132,{'id': 28000531},63915,9,{'name': 'Lvl 10 Gyatt'},BI
#YVCVUG8Q9,𝕶𝖆𝖑𝖒𝖆𝔨🖤,0xffcb5aff,{'id': 28000203},63452,10,{'name': 'банда илюхи тим'},BI
#PVCCP0C0,Боец,0xffa8e132,{'id': 28000132},63434,11,{'name': 'волейболисты'},BI
#2YYLVRUJJ,°•○թеMBօ○•°,0xffcb5aff,{'id': 28000126},62675,12,{'name': 'КАНЮПЛЯ ЗАЙДИ'},BI
#29CJLG288,Roblux,0xffa8e132,{'id': 28000510},62339,13,{'name': 'LGG EZ JG GAP'},BI
#G2VCRVY2,YT유칼립스,0xffff9727,{'id': 28000170},62238,14,{'name': 'ROLL OUT'},BI
#9RG029YJ2,Kung-Fu Affe,0xffa8e132,{'id': 28000296},61951,15,{'name': 'DIE BESTEN'},BI
#PL8UUL002,TTM |SAMU,0xffffffff,{'id': 28000116},61759,16,{'name': 'ΔL𝒃|eSports'},BI
#PR0QGPCJC,𝐙𝐞𝐭𝐚|刻み,0xfff9c908,{'id': 28000213},61306,17,,BI
#2QJYRVY8,gianca,0xffcb5aff,{'id': 28000017},61033,18,{'name': 'Carciofini'},BI
#2C2YQQC0G,Tipp Master,0xffcb5aff,{'id': 28000170},60000,19,{'name': 'TUIX|E-SPORTS'},BI
#8QCQPJ0PY,King Janis,0xfff05637,{'id': 28000156},59582,20,{'name': 'The Ultimate'},BI
#20LP9UVPP,Drago25,0xffcb5aff,{'id': 28000523},58827,21,{'name': 'LGG EZ JG GAP'},BI
#PY9QRYYU9,tormento,0xfff9c908,{'id': 28000164},58575,22,{'name': 'WOOD Team'},BI
#28C989GPL,道|𝓓𝓸𝓶𝓪𝓽𝓸⛩,0xffffce89,{'id': 28000557},58121,23,{'name': 'Eye Of Dragon🐉'},BI
#20CLCJ0P2,ĐⱤ₲| Âłì🔥,0xffffffff,{'id': 28000148},57875,24,,BI
#U90PJLPQ,MollyDolly,0xfff05637,{'id': 28000566},57571,25,{'name': 'MG'},BI
#L22YPQC9Y,Joker,0xff4ddba2,{'id': 28000360},57204,26,{'name': 'bananabros🍌'},BI
#2YPGP9U0Y,🌩️GEORGE🔥↑,0xff4ddba2,{'id': 28000542},57114,27,{'name': 'ПОТНЬlЕ ЯЙЦА💦'},BI
#PLQR0LLGV,❄️|ITz4Greasy|❄,0xff1ba5f5,{'id': 28000233},57004,28,{'name': 'King of BS'},BI
#V8CPC0G,1111,0xffff9727,{'id': 28000064},56576,29,{'name': 'mega black boys'},BI
#PJ298UQ0V,GX Abdelrahman,0xffcb5aff,{'id': 28000409},56534,30,{'name': 'Джокеры'},BI
#8PRJU8UU2,☕Zé_Café☕,0xffffce89,{'id': 28000169},56513,31,{'name': 'CABRA SAFADO'},BI
#LLJJRU9LU,leon,0xffa2e3fe,{'id': 28000492},56416,32,{'name': 'Les Golio'},BI
#28PV2CURL,нуб 0000,0xff4ddba2,{'id': 28000101},56224,33,{'name': 'волейболисты'},BI
#88PQ9VU9G,henri,0xff1ba5f5,{'id': 28000594},56058,34,{'name': 'Le Pop🍻'},BI
#9CCQLPJVV,Brawler,0xffcb5aff,{'id': 28000518},55739,35,{'name': '<c5>French</c>'},BI
#PPUJGY099,the Manga,0xffffffff,{'id': 28000023},55619,36,{'name': '⛩️Silver Dawn⛩️'},BI
#22PCQJ0PR,DearMe,0xffffffff,{'id': 28000296},55615,37,{'name': '⚡SC Studio⚡'},BI
#9Q0LLP2PQ,ˡⁱᵉ𝙏𝙪𝙭𝙪𝙪♡︎,0xff4ddba2,{'id': 28000065},55438,38,{'name': '🌙placebo:re'},BI
#QLJCCJ20,ERT |cR#ow,0xffa2e3fe,{'id': 28000524},55306,39,{'name': 'ATS/TEAM'},BI
#8GGQJP2CP,DARK_ANGEL,0xffffffff,{'id': 28000139},55247,40,{'name': 'Undeniable'},BI
#92UJ2VVQP,☄️Alone☄️,0xffffffff,{'id': 28000286},54835,41,{'name': 'OG | DxW'},BI
#P98YRRCPL,❤️‍🔥⇨𝔉คᵛịx☔️,0xffffffff,{'id': 28000183},54509,42,{'name': 'ΔL𝒃|eSports'},BI
#8J9CULRVP,про1234,0xffffffff,{'id': 28000278},54359,43,{'name': 'Jotekobe'},BI
#RL980LUR,iluska,0xffcb5aff,{'id': 28000000},54003,44,{'name': 'Бравл Помойка💩'},BI
#9GLUJYQG2,andrea,0xff1ba5f5,{'id': 28000576},53944,45,{'name': 'TTM|Academy'},BI
#8LJ2R0V,DuduGamesYt,0xffcb5aff,{'id': 28000236},53692,46,,BI
#2VRC22PQ,dark fire,0xffffffff,{'id': 28000391},53430,47,{'name': '666'},BI
#2LG898898,zazketto✞,0xffffffff,{'id': 28000000},53405,48,{'name': 'ElektroHUN™'},BI
#2GY290PU8,⛩️❀丂卂爪ㄩ尺卂|🥀,0xffffffff,{'id': 28000614},53330,49,{'name': 'NUMBBER/1'},BI
#L9RURQ8CV,killpro🇨🇱,0xff1ba5f5,{'id': 28000420},53187,50,,BI
#Y0G9JQQQP,could you let m,0xffcb5aff,{'id': 28000448},53096,51,,BI
#8C9U0PGY9,Lexa1337✨,0xffffffff,{'id': 28000278},53071,52,{'name': '[RU] MVPS'},BI
#PPG28C2U,🇮🇹|ℰ𝓂𝒶ᵗᵛ,0xfff9c908,{'id': 28000497},53064,53,{'name': 'Fusilli Esports'},BI
#9LG8VJ8VL,ель рудо,0xfff05637,{'id': 28000494},52987,54,{'name': 'RazVak BoyS'},BI
#JUPLJR2Y,León,0xfff9c908,{'id': 28000170},52930,55,{'name': 'erada'},BI
#2VYRLY2UR,FFE/MATTI,0xff4ddba2,{'id': 28000594},52765,56,{'name': 'i montopolesi'},BI
#2L0PRYLVV,das_C.H.A.O.S,0xfff9c908,{'id': 28000348},52758,57,{'name': 'The Los Doofos'},BI
#2QV088GJR,貓|Jerry🪐,0xffffffff,{'id': 28000139},52692,58,{'name': 'тутанхамоны🇪🇬'},BI
#8L88QGQPQ,дошик,0xffa8e132,{'id': 28000474},52605,59,{'name': 'Lotus'},BI
#9RCVQL9LQ,Who?l ink.,0xffffffff,{'id': 28000125},52486,60,{'name': '30+'},BI
#2YL80Y88P,GX R.i.p.,0xffffffff,{'id': 28000563},52437,61,{'name': 'laure accademy'},BI
#C2PQUPUY,txt | Yatov🦅,0xffcb5aff,{'id': 28000524},52400,62,{'name': 'Carveslo'},BI
#89C2LLUQ,MR.HECTOR🐧✨,0xff1ba5f5,{'id': 28000140},52364,63,{'name': 'la cuadrilla'},BI
#92URU2RYC,Holdik,0xfff9c908,{'id': 28000272},52260,64,,BI
#98008U90L,PacMan,0xfff05637,{'id': 28000023},52230,65,{'name': 'LAKOSTE💔'},BI
#P9YQGPUCP,😈Чебупелька😈,0xffcb5aff,{'id': 28000182},52220,66,{'name': 'Virtual Odyssey'},BI
#9YYQ02YCP,Walk on my face,0xffffffff,{'id': 28000618},52217,67,"{'name': ""Lilodo Game's""}",BI
#9QYGJY2YP,z749,0xfff05637,{'id': 28000425},52121,68,{'name': 'THE DARK SQUAD☠'},BI
#90YGY8CC0,⛩️|☕Kofeyok☕|␈,0xfff05637,{'id': 28000554},52104,69,{'name': 'More Than Life.'},BI
#229UU8YPJ,✝️off🩸,0xffffffff,{'id': 28000341},52026,70,{'name': 'GOLDEN DAWN'},BI
#2RP2CQR0G,EL panino,0xffa2e3fe,{'id': 28000463},51969,71,{'name': 'Landa Delle Api'},BI
#9PLQ0LR99,MąxīmøLūgįâ,0xfff9c908,{'id': 28000445},51933,72,{'name': 'TO | Ohio 🛡️'},BI
#82CR2YG2U,CROW,0xff1ba5f5,{'id': 28000387},51916,73,{'name': 'BS | Brawl'},BI
#L9U2UV88,#alexpro,0xff1ba5f5,{'id': 28000077},51827,74,{'name': 'Die Smoothis'},BI
#YU2VUR8UV,NoisyMoney,0xffff9727,{'id': 28000242},51788,75,{'name': 'アップバンく'},BI
#8JV2PGCR2,dxniel_22🇷🇺👹,0xff1ba5f5,{'id': 28000563},51674,76,{'name': 'Las Cabras🐐'},BI
#9YP2RL9R0,KTZ | KISLOTA,0xff4ddba2,{'id': 28000023},51586,77,{'name': '⚡Медведи ⚡'},BI
#88V8RGGQ,MʏD | Lᴇͥᴠɪͣɴͫシ,0xff1ba5f5,{'id': 28000296},51445,78,{'name': 'xUltRa_WaR-_-'},BI
#9YU8QL000,珠|•ɪᴢᴜᴍɪッ 🪄,0xffffffff,{'id': 28000443},51339,79,{'name': 'Warriors Way'},BI
#20LR8P0CJ,MrSwissfondue,0xffffffff,{'id': 28000518},51276,80,{'name': 'Megaschwein'},BI
#8QJ8RU8RC,VladosA4pro,0xffcb5aff,{'id': 28000501},51168,81,{'name': 'Y9DO|Team'},BI
#8UUC988PP,LN|Fallkan🥇,0xffa8e132,{'id': 28000493},51143,82,{'name': 'БЕЗДАРИ'},BI
#PCYCRCG0J,Футбольный мяч,0xffffffff,{'id': 28000294},51090,83,{'name': 'ПеДоРес'},BI
#P2P8G8GUJ,Убийца,0xffcb5aff,{'id': 28000278},51048,84,{'name': 'Moon Eclipse 🌘'},BI
#2LL9U0JR9,M4xYy,0xffcb5aff,{'id': 28000305},50978,85,{'name': 'TEAM ESPAÑA🇪🇸'},BI
#Q9UPQ2Y8,Oneballmax⚽️,0xff1ba5f5,{'id': 28000499},50947,86,{'name': 'LLL PL 2'},BI
#2JR8G2PVG,SplaShy,0xff4ddba2,{'id': 28000455},50851,87,{'name': 'The Roman Empir'},BI
#8U8Y8YQ2V,xx_mihail_xx,0xffcb5aff,{'id': 28000053},50560,88,,BI
#G8RP22L,Crais :),0xffff9727,{'id': 28000261},50474,89,{'name': '爪ꙙᷝϝꙵɪᷤƍⷽƽꙵꬾᷳꚃᷤ'},BI
#LVPY9CY9C,🔥Brinci#jr_11,0xfff9c908,{'id': 28000534},50433,90,{'name': '(っ◔◡◔)っ ♥ Chill'},BI
#2V8GY9YV8,NH|𝑯𝒚𝒑𝒆𝒓🍡,0xffa2e3fe,{'id': 28000296},50380,91,{'name': 'I PRO ITALIANI'},BI
#2V9LLPVLJ,Nico96simo,0xfff05637,{'id': 28000222},50349,92,{'name': 'TEAM 69'},BI
#P9JUVCJ8U,Лёня,0xff4ddba2,{'id': 28000175},50342,93,{'name': '<c2> ГРИБЫ </c>'},BI
#282J8989U,🥀乇ᗪㄖᴷⁱˡˡᵧₒᵤ ツ,0xfff9c908,{'id': 28000073},50342,94,{'name': 'Main Academy'},BI
#9J08PGU8Y,allattin,0xffff8afb,{'id': 28000318},50294,95,{'name': 'Kızıl Kuzgun'},BI
#Y9U29LGC,🔥Miami_ultra🔥,0xffcb5aff,{'id': 28000389},50253,96,{'name': 'SGE'},BI
#28PVY0VQQ,OG / ALE08,0xffa2e3fe,{'id': 28000560},50225,97,{'name': 'i montopolesi'},BI
#QLLYYCGP,FS_SANNY,0xffcb5aff,{'id': 28000569},50078,98,,BI
#89CGJLGUJ,🌪₮ØɌ₦₳ƉØ🌪,0xff4ddba2,{'id': 28000136},50037,99,{'name': 'Дух крыски🐷🐷'},BI
#8QRVL808G,BɪʟᴀʟLeͥgeͣnͫd,0xffcb5aff,{'id': 28000061},49750,100,{'name': 'ViskaSquad| 🎆'},BI
#8UR8JVV2Q,crow,0xfff9c908,{'id': 28000170},49636,101,{'name': '<c3>S</c>how™🥀'},BI
#Y8C0YQCRY,VAНЬШ@🏅🙄,0xffa2e3fe,{'id': 28000501},49472,102,{'name': 'LoVe Almaz💎🔥'},BI
#2R0L8GPLJ,lemon,0xffcb5aff,{'id': 28000594},49455,103,{'name': 'Roza Zla🥀|Rz'},BI
#YQ02Q8L9Y,pisell0n396,0xffcb5aff,{'id': 28000069},49432,104,{'name': 'Club:  #2JVCUGGRJ'},BI
#Y220LU2R8,It's Gregg❦,0xffffffff,{'id': 28000000},49414,105,,BI
#829GJ2P,❄️Tsubasa❄️,0xffffffff,{'id': 28000616},49398,106,{'name': '❌不要不急❌のイキイキした毎日'},BI
#2PC9G2YCV,кустимк,0xffffffff,{'id': 28000594},49267,107,{'name': '[СЕМЬЯ ЮТУБЕРА]'},BI
#P0JU2Y92U,NS|DRAGON🦖,0xff1ba5f5,{'id': 28000569},49251,108,{'name': 'DeadINSIDE㊗️'},BI
#PV9QRL0VJ,vairflax,0xfff05637,{'id': 28000192},49243,109,{'name': 'Lo Spaccio 3.0'},BI
#8UYGYLJRV,RomaRio,0xff1ba5f5,{'id': 28000361},49202,110,{'name': 'FreeMagic🔮'},BI
#YCGPUG829,ST|MoWee个,0xffffffff,{'id': 28000335},49126,111,{'name': '<c7>GOLD</c> UA'},BI
#LQQ9CJVQ2,Ted,0xffffffff,{'id': 28000294},49101,112,{'name': 'Bucket Squad 🏀'},BI
#JQQQUVJ,♤Koreex♤,0xfff05637,{'id': 28000576},49095,113,{'name': 'SGE'},BI
#8UV0P9VQL,人生⛩️|$h0rt🥀,0xfff9c908,{'id': 28000065},48931,114,{'name': 'Ace of clubs'},BI
#GQCPRCGU,uuuu,0xff1ba5f5,{'id': 28000060},48874,115,{'name': 'Die Smoothis'},BI
#YCPUP9UGQ,刑 罪 | hanzaki,0xff4ddba2,{'id': 28000452},48855,116,,BI
#89VVV2VG8,xxxtentacion,0xffffce89,{'id': 28000278},48801,117,{'name': 'W Bertodemente'},BI
#2Q0RLGQ90,💫LEGENDARY⚡️,0xffffffff,{'id': 28000610},48763,118,{'name': '✨STAR✨'},BI
#89PYUQYJ2,Krenq,0xfff05637,{'id': 28000023},48658,119,,BI
#JGVQGJU,астерикс 🤍シグマ,0xffffffff,{'id': 28000401},48501,120,{'name': 'RU|bebro4ka 🩷'},BI
#YQJL08VQU,Ro,0xfff9c908,{'id': 28000557},48411,121,{'name': '<c5>French</c>'},BI
#9Y8RGR2QJ,MALIY | n1,0xff4ddba2,{'id': 28000413},48394,122,{'name': 'FLS|Esports'},BI
#80U29VPCR,Seryder#0001,0xffcb5aff,{'id': 28000281},48378,123,{'name': 'BJS squad'},BI
#2VCPJ9PG0,[LP]_Artyom,0xffffffff,{'id': 28000399},48368,124,{'name': 'obsession of it'},BI
#902CGJVRV,quentin,0xfff9c908,{'id': 28000419},48341,125,{'name': 'DUO|Family'},BI
#VYQVRLYG,osk | 狼 •○●,0xfff9c908,{'id': 28000436},48237,126,,BI
#P9RJPV8Q9,sataken52_,0xffcb5aff,{'id': 28000002},48236,127,,BI
#YG9PQCVGU,Free2play,0xffa2e3fe,{'id': 28000528},48223,128,{'name': 'SPIKE'},BI
#92JQ99QPY,TTM|Nicoo,0xff4ddba2,{'id': 28000140},48219,129,{'name': 'HowToPlay'},BI
#PU0GG8PP,PHILLY FLINGO,0xfff05637,{'id': 28000028},48166,130,{'name': 'Dark Shadows🥀'},BI
#88GUPCRJ0,RasOwO,0xffffffff,{'id': 28000484},48161,131,{'name': 'Moñesitos'},BI
#YVL2L8RR2,Dark leat,0xff4ddba2,{'id': 28000483},48152,132,,BI
#88L8UPYYR,LolYou,0xff1ba5f5,{'id': 28000611},48119,133,{'name': 'Night_Of_Knight'},BI
#PLLU8QJ9R,gyomber 1919,0xffa2e3fe,{'id': 28000294},48112,134,{'name': 'ErPupponee'},BI
#9QYY9YP29,[MMA] radma,0xfff05637,{'id': 28000098},48015,135,{'name': 'ясловномонстр'},BI
#2JRVYJR0Y,TT|SprenTWeimO,0xffcb5aff,{'id': 28000196},48000,136,,BI
#LRV9U0JC,'N | ×Psychol×™,0xfff05637,{'id': 28000452},47978,137,,BI
#L9LP0GU0,gnagna,0xffa2e3fe,{'id': 28000569},47913,138,{'name': 'I MIGLIORI'},BI
#PJCRRQPVG,[Ga]Master,0xfff05637,{'id': 28000482},47812,139,{'name': '✨Machine Gun✨'},BI
#9Q9989PL,🖤RASABATAN🖤,0xffff8afb,{'id': 28000362},47744,140,{'name': 'Da bois'},BI
#98Q200Q20,Рома,0xffa8e132,{'id': 28000296},47622,141,{'name': 'המרתף של אביב'},BI
